Programa,Materia,Bloque,Cupo
QFB,Fisica,QFBBLO9,50
QFB,Fisica (LAB),QFBBLO9,50
QFB,Quimica General I,QFBBLO9,50
QFB,Quimica General I (LAB),QFBBLO9,50
QFB,Seguridad en Laboratorios,QFBBLO9,50
QFB,Herramientas Computacionales,QFBBLO9,50
QFB,Lengua Extranjera II,QFBBLO9,50
QFB,Fisica(LAB),QFBBLO9,50
QFB,Quimica General I(LAB),QFBBLO9,50
QFB,Calculo II,QFBBLO9,50
QFB,Quimica General II,QFBBLO9,50
QFB,Quimica General II(LAB),QFBBLO9,50
QFB,Quimica Analitica Basica,QFBBLO9,50
QFB,Quimica Analitica Basica(LAB),QFBBLO9,50
QFB,Fisicoquimica I,QFBBLO9,50
QFB,Fisicoquimica I(LAB),QFBBLO9,50
QFB,Biol. Molec. de la Celula,QFBBLO9,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO9,50
QFB,Bioetica de la Invest.en Seres,QFBBLO9,50
QFB,Formacion Humana y Social,QFBBLO10,50
QFB,DHPC,QFBBLO10,50
QFB,Lengua Extranjera I,QFBBLO10,50
QFB,Matematicas,QFBBLO10,50
QFB,Calculo I,QFBBLO10,50
QFB,Fisica,QFBBLO10,50
QFB,Fisica (LAB),QFBBLO10,50
QFB,Quimica General I,QFBBLO10,50
QFB,Quimica General I (LAB),QFBBLO10,50
QFB,Seguridad en Laboratorios,QFBBLO10,50
QFB,Herramientas Computacionales,QFBBLO10,50
QFB,Lengua Extranjera II,QFBBLO10,50
QFB,Fisica(LAB),QFBBLO10,50
QFB,Quimica General I(LAB),QFBBLO10,50
QFB,Calculo II,QFBBLO10,50
QFB,Quimica General II,QFBBLO10,50
QFB,Quimica General II(LAB),QFBBLO10,50
QFB,Quimica Analitica Basica,QFBBLO10,50
QFB,Quimica Analitica Basica(LAB),QFBBLO10,50
QFB,Fisicoquimica I,QFBBLO10,50
QFB,Fisicoquimica I(LAB),QFBBLO10,50
QFB,Biol. Molec. de la Celula,QFBBLO10,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO10,50
QFB,Bioetica de la Invest.en Seres,QFBBLO10,50
QFB,Formacion Humana y Social,QFBBLO11,50
QFB,DHPC,QFBBLO11,50
QFB,Lengua Extranjera I,QFBBLO11,50
QFB,Matematicas,QFBBLO11,50
QFB,Calculo I,QFBBLO11,50
QFB,Fisica,QFBBLO11,50
QFB,Fisica (LAB),QFBBLO11,50
QFB,Quimica General I,QFBBLO11,50
QFB,Quimica General I (LAB),QFBBLO11,50
QFB,Seguridad en Laboratorios,QFBBLO11,50
QFB,Herramientas Computacionales,QFBBLO11,50
QFB,Lengua Extranjera II,QFBBLO11,50
QFB,Fisica(LAB),QFBBLO11,50
QFB,Quimica General I(LAB),QFBBLO11,50
QFB,Calculo II,QFBBLO11,50
QFB,Quimica General II,QFBBLO11,50
QFB,Quimica General II(LAB),QFBBLO11,50
QFB,Quimica Analitica Basica,QFBBLO11,50
QFB,Quimica Analitica Basica(LAB),QFBBLO11,50
QFB,Fisicoquimica I,QFBBLO11,50
QFB,Fisicoquimica I(LAB),QFBBLO11,50
QFB,Biol. Molec. de la Celula,QFBBLO11,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO11,50
QFB,Bioetica de la Invest.en Seres,QFBBLO11,50
QFB,Formacion Humana y Social,QFBBLO12,50
QFB,DHPC,QFBBLO12,50
QFB,Lengua Extranjera I,QFBBLO12,50
QFB,Matematicas,QFBBLO12,50
QFB,Calculo I,QFBBLO12,50
QFB,Fisica,QFBBLO12,50
QFB,Fisica (LAB),QFBBLO12,50
QFB,Quimica General I,QFBBLO12,50
QFB,Quimica General I (LAB),QFBBLO12,50
QFB,Seguridad en Laboratorios,QFBBLO12,50
QFB,Herramientas Computacionales,QFBBLO12,50
QFB,Lengua Extranjera II,QFBBLO12,50
QFB,Fisica(LAB),QFBBLO12,50
QFB,Quimica General I(LAB),QFBBLO12,50
QFB,Calculo II,QFBBLO12,50
QFB,Quimica General II,QFBBLO12,50
QFB,Quimica General II(LAB),QFBBLO12,50
QFB,Quimica Analitica Basica,QFBBLO12,50
QFB,Quimica Analitica Basica(LAB),QFBBLO12,50
QFB,Fisicoquimica I,QFBBLO12,50
QFB,Fisicoquimica I(LAB),QFBBLO12,50
QFB,Biol. Molec. de la Celula,QFBBLO12,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO12,50
QFB,Bioetica de la Invest.en Seres,QFBBLO12,50
QFB,Formacion Humana y Social,QFBBLO13,50
QFB,DHPC,QFBBLO13,50
QFB,Lengua Extranjera I,QFBBLO13,50
QFB,Matematicas,QFBBLO13,50
QFB,Calculo I,QFBBLO13,50
QFB,Fisica,QFBBLO13,50
QFB,Fisica (LAB),QFBBLO13,50
QFB,Quimica General I,QFBBLO13,50
QFB,Quimica General I (LAB),QFBBLO13,50
QFB,Seguridad en Laboratorios,QFBBLO13,50
QFB,Herramientas Computacionales,QFBBLO13,50
QFB,Lengua Extranjera II,QFBBLO13,50
QFB,Fisica(LAB),QFBBLO13,50
QFB,Quimica General I(LAB),QFBBLO13,50
QFB,Calculo II,QFBBLO13,50
QFB,Quimica General II,QFBBLO13,50
QFB,Quimica General II(LAB),QFBBLO13,50
QFB,Quimica Analitica Basica,QFBBLO13,50
QFB,Quimica Analitica Basica(LAB),QFBBLO13,50
QFB,Fisicoquimica I,QFBBLO13,50
QFB,Fisicoquimica I(LAB),QFBBLO13,50
QFB,Biol. Molec. de la Celula,QFBBLO13,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO13,50
QFB,Bioetica de la Invest.en Seres,QFBBLO13,50
QFB,Formacion Humana y Social,QFBBLO14,50
QFB,DHPC,QFBBLO14,50
QFB,Lengua Extranjera I,QFBBLO14,50
QFB,Matematicas,QFBBLO14,50
QFB,Calculo I,QFBBLO14,50
QFB,Fisica,QFBBLO14,50
QFB,Fisica (LAB),QFBBLO14,50
QFB,Quimica General I,QFBBLO14,50
QFB,Quimica General I (LAB),QFBBLO14,50
QFB,Seguridad en Laboratorios,QFBBLO14,50
QFB,Herramientas Computacionales,QFBBLO14,50
QFB,Lengua Extranjera II,QFBBLO14,50
QFB,Fisica(LAB),QFBBLO14,50
QFB,Quimica General I(LAB),QFBBLO14,50
QFB,Calculo II,QFBBLO14,50
QFB,Quimica General II,QFBBLO14,50
QFB,Quimica General II(LAB),QFBBLO14,50
QFB,Quimica Analitica Basica,QFBBLO14,50
QFB,Quimica Analitica Basica(LAB),QFBBLO14,50
QFB,Fisicoquimica I,QFBBLO14,50
QFB,Fisicoquimica I(LAB),QFBBLO14,50
QFB,Biol. Molec. de la Celula,QFBBLO14,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO14,50
QFB,Bioetica de la Invest.en Seres,QFBBLO14,50
QFB,Formacion Humana y Social,QFBBLO15,50
QFB,DHPC,QFBBLO15,50
QFB,Lengua Extranjera I,QFBBLO15,50
QFB,Matematicas,QFBBLO15,50
QFB,Calculo I,QFBBLO15,50
QFB,Fisica,QFBBLO15,50
QFB,Fisica (LAB),QFBBLO15,50
QFB,Quimica General I,QFBBLO15,50
QFB,Quimica General I (LAB),QFBBLO15,50
QFB,Seguridad en Laboratorios,QFBBLO15,50
QFB,Herramientas Computacionales,QFBBLO15,50
QFB,Lengua Extranjera II,QFBBLO15,50
QFB,Fisica(LAB),QFBBLO15,50
QFB,Quimica General I(LAB),QFBBLO15,50
QFB,Calculo II,QFBBLO15,50
QFB,Quimica General II,QFBBLO15,50
QFB,Quimica General II(LAB),QFBBLO15,50
QFB,Quimica Analitica Basica,QFBBLO15,50
QFB,Quimica Analitica Basica(LAB),QFBBLO15,50
QFB,Fisicoquimica I,QFBBLO15,50
QFB,Fisicoquimica I(LAB),QFBBLO15,50
QFB,Biol. Molec. de la Celula,QFBBLO15,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO15,50
QFB,Bioetica de la Invest.en Seres,QFBBLO15,50
QFB,Formacion Humana y Social,QFBBLO16,50
QFB,DHPC,QFBBLO16,50
QFB,Lengua Extranjera I,QFBBLO16,50
QFB,Matematicas,QFBBLO16,50
QFB,Calculo I,QFBBLO16,50
QFB,Fisica,QFBBLO16,50
QFB,Fisica (LAB),QFBBLO16,50
QFB,Quimica General I,QFBBLO16,50
QFB,Quimica General I (LAB),QFBBLO16,50
QFB,Seguridad en Laboratorios,QFBBLO16,50
QFB,Herramientas Computacionales,QFBBLO16,50
QFB,Lengua Extranjera II,QFBBLO16,50
QFB,Fisica(LAB),QFBBLO16,50
QFB,Quimica General I(LAB),QFBBLO16,50
QFB,Calculo II,QFBBLO16,50
QFB,Quimica General II,QFBBLO16,50
QFB,Quimica General II(LAB),QFBBLO16,50
QFB,Quimica Analitica Basica,QFBBLO16,50
QFB,Quimica Analitica Basica(LAB),QFBBLO16,50
QFB,Fisicoquimica I,QFBBLO16,50
QFB,Fisicoquimica I(LAB),QFBBLO16,50
QFB,Biol. Molec. de la Celula,QFBBLO16,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO16,50
QFB,Bioetica de la Invest.en Seres,QFBBLO16,50
QFB,Formacion Humana y Social,QFBBLO17,50
QFB,DHPC,QFBBLO17,50
QFB,Lengua Extranjera I,QFBBLO17,50
QFB,Matematicas,QFBBLO17,50
QFB,Calculo I,QFBBLO17,50
QFB,Fisica,QFBBLO17,50
QFB,Fisica (LAB),QFBBLO17,50
QFB,Quimica General I,QFBBLO17,50
QFB,Quimica General I (LAB),QFBBLO17,50
QFB,Seguridad en Laboratorios,QFBBLO17,50
QFB,Herramientas Computacionales,QFBBLO17,50
QFB,Lengua Extranjera II,QFBBLO17,50
QFB,Fisica(LAB),QFBBLO17,50
QFB,Quimica General I(LAB),QFBBLO17,50
QFB,Calculo II,QFBBLO17,50
QFB,Quimica General II,QFBBLO17,50
QFB,Quimica General II(LAB),QFBBLO17,50
QFB,Quimica Analitica Basica,QFBBLO17,50
QFB,Quimica Analitica Basica(LAB),QFBBLO17,50
QFB,Fisicoquimica I,QFBBLO17,50
QFB,Fisicoquimica I(LAB),QFBBLO17,50
QFB,Biol. Molec. de la Celula,QFBBLO17,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO17,50
QFB,Bioetica de la Invest.en Seres,QFBBLO17,50
QFB,Formacion Humana y Social,QFBBLO18,50
QFB,DHPC,QFBBLO18,50
QFB,Lengua Extranjera I,QFBBLO18,50
QFB,Matematicas,QFBBLO18,50
QFB,Calculo I,QFBBLO18,50
QFB,Fisica,QFBBLO18,50
QFB,Fisica (LAB),QFBBLO18,50
QFB,Quimica General I,QFBBLO18,50
QFB,Quimica General I (LAB),QFBBLO18,50
QFB,Seguridad en Laboratorios,QFBBLO18,50
QFB,Herramientas Computacionales,QFBBLO18,50
QFB,Lengua Extranjera II,QFBBLO18,50
QFB,Fisica(LAB),QFBBLO18,50
QFB,Quimica General I(LAB),QFBBLO18,50
QFB,Calculo II,QFBBLO18,50
QFB,Quimica General II,QFBBLO18,50
QFB,Quimica General II(LAB),QFBBLO18,50
QFB,Quimica Analitica Basica,QFBBLO18,50
QFB,Quimica Analitica Basica(LAB),QFBBLO18,50
QFB,Fisicoquimica I,QFBBLO18,50
QFB,Fisicoquimica I(LAB),QFBBLO18,50
QFB,Biol. Molec. de la Celula,QFBBLO18,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO18,50
QFB,Bioetica de la Invest.en Seres,QFBBLO18,50
QFB,Formacion Humana y Social,QFBBLO19,50
QFB,DHPC,QFBBLO19,50
QFB,Lengua Extranjera I,QFBBLO19,50
QFB,Matematicas,QFBBLO19,50
QFB,Calculo I,QFBBLO19,50
QFB,Fisica,QFBBLO19,50
QFB,Fisica (LAB),QFBBLO19,50
QFB,Quimica General I,QFBBLO19,50
QFB,Quimica General I (LAB),QFBBLO19,50
QFB,Seguridad en Laboratorios,QFBBLO19,50
QFB,Herramientas Computacionales,QFBBLO19,50
QFB,Lengua Extranjera II,QFBBLO19,50
QFB,Fisica(LAB),QFBBLO19,50
QFB,Quimica General I(LAB),QFBBLO19,50
QFB,Calculo II,QFBBLO19,50
QFB,Quimica General II,QFBBLO19,50
QFB,Quimica General II(LAB),QFBBLO19,50
QFB,Quimica Analitica Basica,QFBBLO19,50
QFB,Quimica Analitica Basica(LAB),QFBBLO19,50
QFB,Fisicoquimica I,QFBBLO19,50
QFB,Fisicoquimica I(LAB),QFBBLO19,50
QFB,Biol. Molec. de la Celula,QFBBLO19,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO19,50
QFB,Bioetica de la Invest.en Seres,QFBBLO19,50
QFB,Formacion Humana y Social,QFBBLO20,50
QFB,DHPC,QFBBLO20,50
QFB,Lengua Extranjera I,QFBBLO20,50
QFB,Matematicas,QFBBLO20,50
QFB,Calculo I,QFBBLO20,50
QFB,Fisica,QFBBLO20,50
QFB,Fisica (LAB),QFBBLO20,50
QFB,Quimica General I,QFBBLO20,50
QFB,Quimica General I (LAB),QFBBLO20,50
QFB,Seguridad en Laboratorios,QFBBLO20,50
QFB,Herramientas Computacionales,QFBBLO20,50
QFB,Lengua Extranjera II,QFBBLO20,50
QFB,Fisica(LAB),QFBBLO20,50
QFB,Quimica General I(LAB),QFBBLO20,50
QFB,Calculo II,QFBBLO20,50
QFB,Quimica General II,QFBBLO20,50
QFB,Quimica General II(LAB),QFBBLO20,50
QFB,Quimica Analitica Basica,QFBBLO20,50
QFB,Quimica Analitica Basica(LAB),QFBBLO20,50
QFB,Fisicoquimica I,QFBBLO20,50
QFB,Fisicoquimica I(LAB),QFBBLO20,50
QFB,Biol. Molec. de la Celula,QFBBLO20,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO20,50
QFB,Bioetica de la Invest.en Seres,QFBBLO20,50
QFB,Formacion Humana y Social,QFBBLO21,50
QFB,DHPC,QFBBLO21,50
QFB,Lengua Extranjera I,QFBBLO21,50
QFB,Matematicas,QFBBLO21,50
QFB,Calculo I,QFBBLO21,50
QFB,Fisica,QFBBLO21,50
QFB,Fisica (LAB),QFBBLO21,50
QFB,Quimica General I,QFBBLO21,50
QFB,Quimica General I (LAB),QFBBLO21,50
QFB,Seguridad en Laboratorios,QFBBLO21,50
QFB,Herramientas Computacionales,QFBBLO21,50
QFB,Lengua Extranjera II,QFBBLO21,50
QFB,Fisica(LAB),QFBBLO21,50
QFB,Quimica General I(LAB),QFBBLO21,50
QFB,Calculo II,QFBBLO21,50
QFB,Quimica General II,QFBBLO21,50
QFB,Quimica General II(LAB),QFBBLO21,50
QFB,Quimica Analitica Basica,QFBBLO21,50
QFB,Quimica Analitica Basica(LAB),QFBBLO21,50
QFB,Fisicoquimica I,QFBBLO21,50
QFB,Fisicoquimica I(LAB),QFBBLO21,50
QFB,Biol. Molec. de la Celula,QFBBLO21,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO21,50
QFB,Bioetica de la Invest.en Seres,QFBBLO21,50
QFB,Formacion Humana y Social,QFBBLO22,50
QFB,DHPC,QFBBLO22,50
QFB,Lengua Extranjera I,QFBBLO22,50
QFB,Matematicas,QFBBLO22,50
QFB,Calculo I,QFBBLO22,50
QFB,Fisica,QFBBLO22,50
QFB,Fisica (LAB),QFBBLO22,50
QFB,Quimica General I,QFBBLO22,50
QFB,Quimica General I (LAB),QFBBLO22,50
QFB,Seguridad en Laboratorios,QFBBLO22,50
QFB,Herramientas Computacionales,QFBBLO22,50
QFB,Lengua Extranjera II,QFBBLO22,50
QFB,Fisica(LAB),QFBBLO22,50
QFB,Quimica General I(LAB),QFBBLO22,50
QFB,Calculo II,QFBBLO22,50
QFB,Quimica General II,QFBBLO22,50
QFB,Quimica General II(LAB),QFBBLO22,50
QFB,Quimica Analitica Basica,QFBBLO22,50
QFB,Quimica Analitica Basica(LAB),QFBBLO22,50
QFB,Fisicoquimica I,QFBBLO22,50
QFB,Fisicoquimica I(LAB),QFBBLO22,50
QFB,Biol. Molec. de la Celula,QFBBLO22,50
QFB,Biol. Molec. de la Celula(LAB),QFBBLO22,50
QFB,Bioetica de la Invest.en Seres,QFBBLO22,50
QUI,Formacion Humana y Social,QUIBLO9,50
QUI,DHPC,QUIBLO9,50
QUI,Lengua Extranjera I,QUIBLO9,50
QUI,Calculo I,QUIBLO9,50
QUI,Matematicas,QUIBLO9,50
QUI,Quimica General I,QUIBLO9,50
QUI,Quimica General I (LAB),QUIBLO9,50
QUI,Lengua Extranjera II,QUIBLO9,50
QUI,Calculo II,QUIBLO9,50
QUI,Fisica I,QUIBLO9,50
QUI,Fisica I(LAB),QUIBLO9,50
QUI,Quimica General II,QUIBLO9,50
QUI,Quimica General II(LAB),QUIBLO9,50
QUI,Herramientas Computacionales,QUIBLO9,50
QUI,Quimica Analitica I,QUIBLO9,50
QUI,Quimica Analitica I(LAB),QUIBLO9,50
QUI,Formacion Humana y Social,QUIBLO10,50
QUI,DHPC,QUIBLO10,50
QUI,Lengua Extranjera I,QUIBLO10,50
QUI,Calculo I,QUIBLO10,50
QUI,Matematicas,QUIBLO10,50
QUI,Quimica General I,QUIBLO10,50
QUI,Quimica General I (LAB),QUIBLO10,50
QUI,Lengua Extranjera II,QUIBLO10,50
QUI,Calculo II,QUIBLO10,50
QUI,Fisica I,QUIBLO10,50
QUI,Fisica I(LAB),QUIBLO10,50
QUI,Quimica General II,QUIBLO10,50
QUI,Quimica General II(LAB),QUIBLO10,50
QUI,Herramientas Computacionales,QUIBLO10,50
QUI,Quimica Analitica I,QUIBLO10,50
QUI,Quimica Analitica I(LAB),QUIBLO10,50
